state,district,enrolment_bin,demo_stress_ratio,expected_demo_ratio,demo_deviation,high_stress_flag,total_update_ratio
Andaman & Nicobar Islands,Andamans,Low Enrolment,27.2,16.6,1.6385542168674696,False,125.93333333333334
Andaman & Nicobar Islands,Nicobars,Low Enrolment,2.0,16.6,0.12048192771084336,False,4.0
Andaman & Nicobar Islands,South Andaman,Low Enrolment,9.714285714285714,16.6,0.5851979345955248,False,21.928571428571427
Andaman and Nicobar Islands,Nicobar,Low Enrolment,16.026315789473685,16.6,0.965440710209258,False,55.89473684210526
Andaman and Nicobar Islands,North And Middle Andaman,Low Enrolment,29.26530612244898,16.6,1.7629702483402998,False,134.16326530612244
Andaman and Nicobar Islands,South Andaman,Low Enrolment,33.92857142857143,16.6,2.0438898450946645,False,179.85714285714286
Andhra Pradesh,Adilabad,Medium Enrolment,27.214532871972317,19.2464046021093,1.4140060668260996,False,91.02595155709342
Andhra Pradesh,Alluri Sitharama Raju,Low Enrolment,24.039106145251395,16.6,1.4481389244127345,False,63.82122905027933
Andhra Pradesh,Anakapalli,Low Enrolment,59.13286713286713,16.6,3.5622209116185015,True,94.31468531468532
Andhra Pradesh,Anantapur,Medium Enrolment,30.421242774566473,19.2464046021093,1.580619518475283,False,81.13439306358381
Andhra Pradesh,Ananthapur,Medium Enrolment,35.11931818181818,19.2464046021093,1.824720975572201,False,167.9431818181818
Andhra Pradesh,Ananthapuramu,Medium Enrolment,48.35469107551487,19.2464046021093,2.5124012549448045,True,154.47139588100686
Andhra Pradesh,Annamayya,Low Enrolment,83.38924050632912,16.6,5.023448223272838,True,106.64556962025317
Andhra Pradesh,Bapatla,Low Enrolment,67.92142857142858,16.6,4.091652323580035,True,98.55714285714286
Andhra Pradesh,Chittoor,High Enrolment,49.321857485988794,11.5686710962939,4.2633987149819985,True,128.62289831865493
Andhra Pradesh,Cuddapah,Medium Enrolment,27.39794260963725,19.2464046021093,1.42353562527905,False,100.0243638332431
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,Low Enrolment,41.89423076923077,16.6,2.5237488415199256,True,65.84615384615384
Andhra Pradesh,East Godavari,High Enrolment,43.04185473943373,11.5686710962939,3.7205530679511214,True,138.94296265900698
Andhra Pradesh,Eluru,Low Enrolment,51.36764705882353,16.6,3.094436569808646,True,83.25980392156863
Andhra Pradesh,Guntur,High Enrolment,44.96281730425456,11.5686710962939,3.8866017479448174,True,128.5377189846264
Andhra Pradesh,Hyderabad,Medium Enrolment,13.025193798449612,19.2464046021093,0.6767598451620477,False,65.83074935400516
Andhra Pradesh,K.V.Rangareddy,Low Enrolment,8.576923076923077,16.6,0.5166821130676552,False,21.423076923076923
Andhra Pradesh,K.v. Rangareddy,Low Enrolment,28.666666666666668,16.6,1.7269076305220883,False,93.0
Andhra Pradesh,Kakinada,Low Enrolment,68.32081911262799,16.6,4.115711994736626,True,98.33447098976109
Andhra Pradesh,Karim Nagar,Low Enrolment,19.892857142857142,16.6,1.1983648881239242,False,60.17857142857143
Andhra Pradesh,Karimnagar,Low Enrolment,20.58139534883721,16.6,1.239843093303446,False,67.24806201550388
Andhra Pradesh,Khammam,Medium Enrolment,39.27312775330397,19.2464046021093,2.040543601011061,False,105.48678414096916
Andhra Pradesh,Krishna,Medium Enrolment,33.134389140271495,19.2464046021093,1.7215885161553834,False,117.1737556561086
Andhra Pradesh,Kurnool,High Enrolment,36.45103938730853,11.5686710962939,3.1508406699353624,True,113.9105579868709
Andhra Pradesh,Mahabub Nagar,Medium Enrolment,10.132978723404255,19.2464046021093,0.526486839120785,False,22.46276595744681
Andhra Pradesh,Mahabubnagar,Low Enrolment,18.0,16.6,1.0843373493975903,False,44.0
Andhra Pradesh,Mahbubnagar,Low Enrolment,19.776923076923076,16.6,1.191380908248378,False,58.51538461538462
Andhra Pradesh,Medak,Medium Enrolment,13.845544554455445,19.2464046021093,0.7193834298245008,False,44.67722772277228
Andhra Pradesh,N. T. R,Low Enrolment,98.48226950354609,16.6,5.932666837563017,True,136.95390070921985
Andhra Pradesh,Nalgonda,Low Enrolment,32.82579185520362,16.6,1.9774573406749165,False,81.73529411764706
Andhra Pradesh,Nandyal,Low Enrolment,78.69675090252707,16.6,4.740768126658257,True,107.92418772563177
Andhra Pradesh,Nellore,Medium Enrolment,22.821776504297993,19.2464046021093,1.1857683019818075,False,95.11404011461318
Andhra Pradesh,Nizamabad,Low Enrolment,16.104972375690608,16.6,0.9701790587765425,False,58.41436464088398
Andhra Pradesh,Palnadu,Low Enrolment,78.70040485829959,16.6,4.740988244475878,True,111.52631578947368
Andhra Pradesh,Parvathipuram Manyam,Low Enrolment,38.36305732484077,16.6,2.3110275496892028,True,93.56050955414013
Andhra Pradesh,Prakasam,High Enrolment,27.523963963963965,11.5686710962939,2.37918112935041,True,89.75783783783784
Andhra Pradesh,Rangareddi,Medium Enrolment,19.147798742138363,19.2464046021093,0.9948766607577121,False,85.14779874213836
Andhra Pradesh,Sri Potti Sriramulu Nellore,Medium Enrolment,25.27097902097902,19.2464046021093,1.313023369476991,False,38.36013986013986
Andhra Pradesh,Sri Sathya Sai,Low Enrolment,60.670682730923694,16.6,3.6548604054773306,True,93.1285140562249
Andhra Pradesh,Srikakulam,Medium Enrolment,69.38321678321678,19.2464046021093,3.6049962690492725,True,178.24335664335663
Andhra Pradesh,Tirupati,Medium Enrolment,53.08951965065502,19.2464046021093,2.758412324182185,True,70.66157205240175
Andhra Pradesh,Visakhapatnam,High Enrolment,46.35023041474654,11.5686710962939,4.006530225376979,True,153.61290322580646
Andhra Pradesh,Vizianagaram,Medium Enrolment,44.68398994132439,19.2464046021093,2.3216798599582216,True,151.06454316848283
Andhra Pradesh,Warangal,Low Enrolment,48.63882063882064,16.6,2.9300494360735323,True,143.72727272727272
Andhra Pradesh,West Godavari,Medium Enrolment,47.9013698630137,19.2464046021093,2.4888477018592847,True,143.586301369863
Andhra Pradesh,Y. S. R,Low Enrolment,77.8970588235294,16.6,4.692593905031892,True,102.58088235294117
Arunachal Pradesh,Anjaw,Low Enrolment,31.11764705882353,16.6,1.874557051736357,False,88.0
Arunachal Pradesh,Changlang,Low Enrolment,9.431325301204819,16.6,0.5681521265786035,False,25.674698795180724
Arunachal Pradesh,Dibang Valley,Low Enrolment,28.666666666666668,16.6,1.7269076305220883,False,147.0
Arunachal Pradesh,East Kameng,Low Enrolment,11.828125,16.6,0.7125376506024096,False,63.71875
Arunachal Pradesh,East Siang,Low Enrolment,21.017241379310345,16.6,1.2660988782717075,False,62.6551724137931
Arunachal Pradesh,Kamle,Low Enrolment,14.705882352941176,16.6,0.885896527285613,False,21.88235294117647
Arunachal Pradesh,Kra Daadi,Low Enrolment,16.6,16.6,1.0,False,70.1
Arunachal Pradesh,Kurung Kumey,Low Enrolment,7.8,16.6,0.4698795180722891,False,123.64
Arunachal Pradesh,Leparada,Low Enrolment,11.0,16.6,0.6626506024096385,False,27.0
Arunachal Pradesh,Lohit,Low Enrolment,25.217391304347824,16.6,1.5191199580932424,False,91.71739130434783
Arunachal Pradesh,Longding,Medium Enrolment,1.476923076923077,19.2464046021093,0.07673760930710219,False,4.71076923076923
Arunachal Pradesh,Lower Dibang Valley,Low Enrolment,20.93548387096774,16.6,1.2611737271667312,False,70.35483870967742
Arunachal Pradesh,Lower Siang,Low Enrolment,13.352941176470589,16.6,0.8043940467753367,False,27.823529411764707
Arunachal Pradesh,Lower Subansiri,Low Enrolment,17.47826086956522,16.6,1.0529072812991094,False,62.97826086956522
Arunachal Pradesh,Namsai,Low Enrolment,27.020408163265305,16.6,1.6277354315220063,False,130.87755102040816
Arunachal Pradesh,Papum Pare,Low Enrolment,19.448051948051948,16.6,1.1715693944609606,False,67.22727272727273
Arunachal Pradesh,Shi-yomi,Low Enrolment,7.8125,16.6,0.4706325301204819,False,30.625
Arunachal Pradesh,Siang,Low Enrolment,20.09090909090909,16.6,1.2102957283680174,False,64.63636363636364
Arunachal Pradesh,Tawang,Low Enrolment,11.95,16.6,0.719879518072289,False,52.25
Arunachal Pradesh,Tirap,Low Enrolment,17.857142857142858,16.6,1.0757314974182444,False,50.25714285714286
Arunachal Pradesh,Upper Siang,Low Enrolment,28.88235294117647,16.6,1.7399007795889438,False,105.05882352941177
Arunachal Pradesh,Upper Subansiri,Low Enrolment,22.195652173913043,16.6,1.3370874803562074,False,97.1304347826087
Arunachal Pradesh,West Kameng,Low Enrolment,5.782051282051282,16.6,0.3483163422922459,False,37.30769230769231
Arunachal Pradesh,West Siang,Low Enrolment,29.23170731707317,16.6,1.7609462239200704,False,73.64634146341463
Assam,Bajali,Low Enrolment,34.333333333333336,16.6,2.068273092369478,False,35.416666666666664
Assam,Baksa,Medium Enrolment,4.799161230195713,19.2464046021093,0.24935364965099774,False,10.962721342031687
Assam,Barpeta,High Enrolment,3.8108772304733414,11.5686710962939,0.32941356865908145,False,10.907789293727962
Assam,Biswanath,Medium Enrolment,9.90811638591118,19.2464046021093,0.5148034965878928,False,20.702909647779478
Assam,Bongaigaon,Medium Enrolment,17.11595935445308,19.2464046021093,0.8893068450081977,False,32.41303048416019
Assam,Cachar,High Enrolment,2.532515337423313,11.5686710962939,0.2189115168322679,False,6.517137014314929
Assam,Charaideo,Medium Enrolment,8.766975308641975,19.2464046021093,0.45551236658929856,False,18.359567901234566
Assam,Chirang,High Enrolment,2.907446360959192,11.5686710962939,0.25132068642617145,False,11.014724442574673
Assam,Darrang,High Enrolment,4.0246882158310004,11.5686710962939,0.34789546546278216,False,8.934079918554339
Assam,Dhemaji,High Enrolment,2.5842200361373218,11.5686710962939,0.2233808891814025,False,5.473599678779362
Assam,Dhubri,High Enrolment,7.258415094339623,11.5686710962939,0.6274199546277104,False,14.025660377358491
Assam,Dibrugarh,High Enrolment,2.8001522649409973,11.5686710962939,0.2420461470149363,False,7.133231823372668
Assam,Dima Hasao,Low Enrolment,0.6387665198237885,16.6,0.03847991083275834,False,0.6916299559471366
Assam,Goalpara,High Enrolment,3.8216727272727273,11.5686710962939,0.33034673520081537,False,6.4846545454545454
Assam,Golaghat,High Enrolment,1.8475151001377557,11.5686710962939,0.15969985530400457,False,3.377344495072587
Assam,Hailakandi,High Enrolment,3.467038373237127,11.5686710962939,0.2996920168598981,False,8.493932436864545
Assam,Hojai,High Enrolment,3.2002905770029058,11.5686710962939,0.27663424349821303,False,7.396222498962225
Assam,Jorhat,High Enrolment,3.837719298245614,11.5686710962939,0.3317338064416969,False,7.637651821862348
Assam,Kamrup,High Enrolment,2.6198768315990657,11.5686710962939,0.22646307512695737,False,6.122849861966447
Assam,Kamrup Metro,High Enrolment,4.834457388105457,11.5686710962939,0.41789219763142954,False,11.370631514408338
Assam,Karbi Anglong,High Enrolment,2.6292270531400965,11.5686710962939,0.22727131156683908,False,7.455314009661835
Assam,Karimganj,High Enrolment,2.332344552196235,11.5686710962939,0.20160868372715834,False,5.0025099828864805
Assam,Kokrajhar,High Enrolment,4.829250457038391,11.5686710962939,0.41744210867793397,False,12.915904936014625
Assam,Lakhimpur,High Enrolment,4.780237334550433,11.5686710962939,0.41320539712481014,False,9.602692834322227
Assam,Majuli,Low Enrolment,4.693820224719101,16.6,0.2827602545011506,False,12.289325842696629
Assam,Marigaon,High Enrolment,3.8142985611510793,11.5686710962939,0.3297093096866601,False,7.5011990407673865
Assam,Nagaon,High Enrolment,7.618751765038125,11.5686710962939,0.6585675832273288,False,18.71462863597854
Assam,Nalbari,Medium Enrolment,6.691976305869682,19.2464046021093,0.3477000740770189,False,14.59073774905762
Assam,North Cachar Hills,Medium Enrolment,2.6939078751857357,19.2464046021093,0.13996940887808718,False,6.728083209509658
Assam,Sibsagar,Medium Enrolment,4.214983713355049,19.2464046021093,0.21900109659406775,False,9.794136807817589
Assam,Sonitpur,High Enrolment,5.6372637263726375,11.5686710962939,0.4872870599786152,False,10.527902790279027
Assam,South Salmara Mankachar,Medium Enrolment,20.428571428571427,19.2464046021093,1.061422735877254,False,24.87087912087912
Assam,Sribhumi,Low Enrolment,47.630434782608695,16.6,2.86930330015715,True,51.369565217391305
Assam,Tamulpur District,Low Enrolment,28.5,16.6,1.7168674698795179,False,30.166666666666668
Assam,Tinsukia,High Enrolment,3.4570297776102525,11.5686710962939,0.2988268703323872,False,6.39295137580098
Assam,Udalguri,High Enrolment,4.322348484848485,11.5686710962939,0.3736253238484045,False,10.429924242424242
Assam,West Karbi Anglong,Medium Enrolment,0.5151515151515151,19.2464046021093,0.026766116882685577,False,1.8133333333333332
